Id,SalePrice
853,174525.9362144433
854,196614.59584023594
855,197896.30862546095
856,132965.94155316683
857,178145.95827956888
858,135823.57130935765
859,162679.92582362966
860,273416.23168963887
861,201652.6304241825
862,122268.99370938801
863,117308.7796886809
864,122861.64446038057
865,212203.9420317661
866,126872.01915363607
867,278603.79524572904
868,116995.45185629954
869,189207.90630609397
870,207688.05782097066
871,92833.0251903607
872,175078.3883823211
873,109938.099632625
874,136150.00465895236
875,100911.92686775525
876,324928.0582502291
877,130023.96323449005
878,333432.49636307446
879,177936.16548431717
880,137843.48791320942
881,121458.52686320577
882,239172.63082674134
883,157761.0549494311
884,176362.96466523514
885,91565.97026219522
886,273099.4310257082
887,170227.45518902846
888,128368.49424166128
889,299090.65470116056
890,164807.3386182874
891,128474.66148090368
892,155588.82617769227
893,140413.12787984038
894,157157.87721338205
895,120094.84701577731
896,166253.88877894933
897,89401.08767061145
898,163981.12810340378
899,417819.0017633352
900,135865.84597805672
901,95733.43640372436
902,162432.45130543457
903,182028.37593920215
904,232995.44031298207
905,106992.40727691038
906,96787.99426779785
907,262998.69966601004
908,254460.4600326264
909,122150.12098245075
910,182089.67700514186
911,185153.25378802052
912,183724.90717957064
913,104059.01796248235
914,191204.7162453715
915,178953.11900030228
916,83500.1768278851
917,25200.737181528326
918,123013.82248664755
919,224329.06336884265
920,190163.38398257922
921,178006.83794235135
922,181207.86436633067
923,180259.0573172415
924,195448.41222620528
925,195754.2540736667
926,173080.39177131798
927,320523.8738034836
928,190883.31826124457
929,272765.07725472783
930,219075.6862773738
931,256858.18310579943
932,110856.74823897262
933,320919.1858320804
934,216782.55844308843
935,259867.91607398004
936,80273.07414013922
937,170688.55790450983
938,256009.32874691027
939,252746.16098894598
940,221804.22960477532
941,225707.27180135634
942,218627.73130055843
943,135081.66658691753
944,177063.56847730879
945,195963.64665030758
946,167300.6345763054
947,142442.14575123164
948,273639.0267507659
949,199565.19559984503
950,191764.5607839084
951,139343.0400896768
952,114689.35545589906
953,134337.0793363629
954,179926.94206713873
955,122466.25199459161
956,193053.38395676273
957,133749.930725983
958,129998.9960616951
959,205084.6525900779
960,171355.0315586247
961,120037.26688969036
962,274628.3173261307
963,169724.85552316916
964,277396.1281131626
965,224837.93561380968
966,170481.04632903566
967,161429.26765704103
968,125944.71100061166
969,75881.62690064107
970,137291.13123425632
971,79918.69903604544
972,221282.6696038873
973,109678.93831822605
974,221000.67517515237
975,217359.9797304608
976,168452.26504683297
977,60803.81627593981
978,213526.19682097505
979,83450.82702789182
980,138495.3524691697
981,223494.76082406362
982,331778.2379351662
983,205271.0410296301
984,274891.6766933838
985,140279.2374536571
986,115234.29379643756
987,170403.63018223853
988,360549.9724958764
989,216166.60775035789
990,199214.5797806835
991,319833.76662042993
992,215113.92902086256
993,212777.8998466116
994,161796.29410294758
995,357332.82837243134
996,115413.8002200416
997,116825.95269641001
998,178860.09144496132
999,84362.31392844097
1000,192852.61549688503
1001,17313.638770154823
1002,84934.10831334384
1003,258117.87241425796
1004,201535.06934884685
1005,212767.5977833214
1006,142838.57955166983
1007,189806.83825260965
1008,79276.78150551274
1009,246901.16152781527
1010,118439.72199432689
1011,105269.1959684238
1012,94232.6360716382
1013,160326.99784846313
1014,79772.42702813735
1015,126735.94331253081
1016,202876.51865147316
1017,241128.0748714268
1018,266517.24763922184
1019,159945.51089533966
1020,239699.22325653024
1021,125299.90759602268
1022,194032.54054737912
1023,99757.85312046926
1024,212589.8605333161
1025,380714.1245952199
1026,122238.4481142358
1027,137335.09745311056
1028,291658.1455900023
1029,124515.8905816697
1030,119746.72755222995
1031,163487.85948652757
1032,259654.76433408575
1033,327390.63703161833
1034,228126.91657865583
1035,108242.43315158476
1036,35939.23868119379
1037,315598.52821712405
1038,255427.70678198547
1039,107582.54258753252
1040,68017.60073542298
1041,164616.85080407973
1042,180321.74885612755
1043,241518.90920986224
1044,236436.35450261994
1045,316939.3378128154
1046,110506.37005240444
1047,409762.3462484082
1048,143668.19261628797
1049,138186.5353247953
1050,68957.48700469488
1051,203523.8030177803
1052,215629.78151638433
1053,196211.46286735125
1054,165206.62632249907
1055,252196.96069523343
1056,176010.5826412597
1057,255865.68936759984
1058,254063.92440908926
1059,347564.73136886995
1060,229904.346683583
1061,251756.81818028376
1062,82043.92070339143
1063,181293.7798102898
1064,146106.9473236322
1065,149292.37994280795
1066,262982.063946016
1067,178870.98827287892
1068,179682.77527601446
1069,216780.13201769773
1070,125752.82304606581
1071,104002.8015997996
1072,151923.7930433622
1073,133884.93803551112
1074,141421.78014920233
1075,203068.1400180696
1076,183535.12172528874
1077,154452.46157929068
1078,139881.81194710877
1079,159047.68261262844
1080,118089.6768231201
1081,182836.28165756667
1082,100652.92273685307
1083,208922.5914995036
1084,152508.56364728406
1085,148615.69328023767
1086,146939.00128350343
1087,85550.26152970776
1088,271970.13363656204
1089,181477.89802957245
1090,217688.50921181717
1091,53473.61672174922
1092,161928.66260459804
1093,167760.41279409453
1094,164998.08016076864
1095,101492.55308255774
1096,191886.4793876321
1097,120935.05174726341
1098,207875.75586450123
1099,107299.99792505422
1100,196713.40803703072
1101,11230.315086932358
1102,104756.82115862513
1103,121223.31812172095
1104,137611.7906967402
1105,102645.31753048592
1106,335410.8411883805
1107,200392.30428015458
1108,228901.78641435888
1109,165451.4166650204
1110,312936.11786198395
1111,150789.08779940347
1112,201146.54843146843
1113,101950.38182496521
1114,120026.00813818871
1115,102473.87620512329
1116,302321.44087232684
1117,176349.307033816
1118,136668.4645779013
1119,139663.0995737139
1120,95578.17160476634
1121,114934.38253282628
1122,233864.3409941655
1123,63788.83859846444
1124,91742.67528213057
1125,160383.74574116338
1126,101984.29115450635
1127,222464.9663357152
1128,249893.8231933865
1129,230123.6712597165
1130,130815.39959468425
1131,175379.87136790645
1132,109111.89802761335
1133,175345.55569509778
1134,238208.66585409868
1135,183313.79389397387
1136,110021.53807459958
1137,133032.3730150148
1138,112482.84983815363
1139,223689.40835954266
1140,115663.70777906023
1141,131833.17703102314
1142,187887.46202473715
1143,328929.75148962904
1144,91728.14150845737
1145,60902.33283386429
1146,148173.23368177598
1147,166632.27353082784
1148,161634.37520451064
1149,112037.16684657036
1150,168388.99025674397
1151,113987.55449553634
1152,143258.93235850648
1153,239798.3003184063
1154,120474.89281201293
1155,237429.26487520005
1156,247520.88872464228
1157,184507.94206193538
1158,238789.42455291766
1159,242246.7975244783
1160,197808.8647611144
1161,147142.02385388943
1162,231722.48974358186
1163,117890.71436595768
1164,157780.15505117783
1165,227111.65472059767
1166,252390.03975022904
1167,262387.11953344854
1168,174905.7172018416
1169,201479.76132344583
1170,445792.4125503007
1171,158810.14828963357
1172,158012.36580384016
1173,176866.70185997826
1174,288806.83628848696
1175,239805.11258500052
1176,351770.6554434665
1177,101149.87570245328
1178,126861.48077519971
1179,137946.24021207343
1180,58559.301909585076
1181,263752.3109525017
1182,286263.4455457325
1183,516315.88545708393
1184,129579.36274009908
1185,230093.68746917218
1186,95314.02777393843
1187,141386.3128135827
1188,272054.50061715354
1189,198604.03097346524
1190,199352.06704201008
1191,193843.54675967526
1192,189706.57061071455
1193,162309.75781985687
1194,142042.1166099573
1195,138967.67300913483
1196,160020.5454227354
1197,232605.12397323205
1198,149936.33717927244
1199,179745.16995978088
1200,131774.0232759145
1201,74880.40478820872
1202,204831.0215986987
1203,119485.84173838102
1204,220155.63998788688
1205,127784.80064742686
1206,301087.2272358546
1207,103498.59338469067
1208,231132.33129469492
1209,142229.36829584825
1210,269410.8485475226
1211,189395.77845758642
1212,217823.71218936553
1213,57154.32337089232
1214,140431.42861753993
1215,119806.41926332956
1216,120195.15564955439
1217,156822.8428168664
1218,231609.185574078
1219,33828.122252736706
1220,118826.36770244906
1221,94922.24105805068
1222,120290.01911901176
1223,181922.41047992295
1224,204815.83634317713
1225,200585.55357794138
1226,152275.5937007125
1227,245493.51069748215
1228,137495.63785016385
1229,316487.2598603289
1230,140213.3755904028
1231,270163.19297334313
1232,142375.7079075339
1233,75964.5553239616
1234,141462.71968135465
1235,173568.9745897447
1236,172309.25880295032
1237,221282.6696038873
1238,224823.29047978157
1239,154760.92975438084
1240,264719.9884095815
1241,201448.18396727124
1242,267889.71821137
1243,197216.40805680212
1244,392564.66185274685
1245,211190.4359997639
1246,182983.87289306568
1247,197166.810726783
1248,154875.3403481309
1249,165484.87406035908
1250,106034.80277152034
1251,268526.4374718231
1252,244863.2681845546
1253,105457.1608118483
1254,297729.35712522164
1255,174493.2265121683
1256,144744.5464216984
1257,330873.9047272572
1258,84241.96580321234
1259,196423.4638824124
1260,130082.05887590518
1261,179386.02582519315
1262,108676.90437189306
1263,175534.69723958673
1264,157795.7226903278
1265,160069.22482575692
1266,172396.513760383
1267,157411.64892938116
1268,349037.45075458236
1269,361960.48916266963
1270,130554.66101433366
1271,254988.87831989973
1272,204744.8875783293
1273,106160.37662400928
1274,198293.05581534823
1275,121439.73252346192
1276,148668.33478339
1277,149480.33259291173
1278,220951.4080447916
1279,241620.07407911564
1280,84665.78535242027
1281,221522.46449388925
1282,192159.6783269759
1283,163028.0106789203
1284,164296.03445227898
1285,228879.91339112597
1286,138841.32174350193
1287,161465.09684844106
1288,191571.4340595968
1289,300940.8741016801
1290,311698.7543190435
1291,153298.19571902597
1292,123432.14749049116
1293,174994.49200671143
1294,161689.17206812341
1295,104558.46067721955
1296,119631.22748281824
1297,123687.56136770535
1298,141922.73624703108
1299,689521.8851262963
1300,148615.98967554426
1301,221632.50701792352
1302,178598.57854464062
1303,317428.9622855373
1304,254286.5780685781
1305,181625.86485359905
1306,307586.94891333405
1307,242748.28418010054
1308,128884.04512773262
1309,126991.66912018915
1310,157438.7302921167
1311,280755.4248305123
1312,185263.8033248164
1313,338420.14821262204
1314,345058.608942115
1315,91431.68028017643
1316,195143.52024730737
1317,288253.11902658956
1318,210024.6966438407
1319,292496.62218520977
1320,69950.63139473987
1321,162470.42829443357
1322,44688.332858842856
1323,246638.97771852906
1324,48814.43309097932
1325,287673.3029599823
1326,45723.04105083659
1327,40465.9167259704
1328,144514.5800435678
1329,273582.4766546098
1330,182766.2476182441
1331,266386.248470744
1332,140489.40039315622
1333,93202.74845483198
1334,118324.76912882086
1335,119995.19872630684
1336,162722.73141114233
1337,188494.80782518233
1338,41142.55464307088
1339,210468.9693163716
1340,130672.33204619662
1341,98819.49221304432
1342,155600.95060688508
1343,256444.61973599077
1344,208721.5530720955
1345,186995.84828191553
1346,52644.56040189977
1347,261955.13447360013
1348,304786.66064299236
1349,247713.85384667618
1350,188639.47007847822
1351,230377.41187085322
1352,175797.71169872588
1353,150371.5893252024
1354,419075.2921707643
1355,228974.93253598618
1356,197995.62626838253
1357,89200.13199374062
1358,139847.2772140493
1359,177958.12897671637
1360,345319.9385376289
1361,172465.22635560855
1362,277505.0006580936
1363,140997.01453546347
1364,155815.9229220007
1365,160490.8813463815
1366,207528.8983217983
1367,209260.30904097448
1368,122185.77978236557
1369,157141.84822764318
1370,259099.74920208764
1371,86319.09809052772
1372,187982.8358735608
1373,248275.35469561082
1374,444039.6333443505
1375,255044.1819170402
1376,286899.12740237894
1377,111007.23792053273
1378,136216.7474552316
1379,88373.0053804823
1380,154000.73664952128
1381,49158.97986242967
1382,243145.0206457732
1383,167738.339257701
1384,145298.45349321526
1385,127617.80734378076
1386,132087.29020822427
1387,282193.53920174245
1388,228270.7418280139
1389,309428.7338348517
1390,132828.2189829311
1391,223659.01367282134
1392,174607.66150155605
1393,107371.45740249535
1394,159896.11899688153
1395,232690.0595072148
1396,323315.46488277655
1397,207678.04331487458
1398,145053.6725915387
1399,157277.0840013647
1400,172961.85818308662
1401,119554.14046910888
1402,165393.49596620305
1403,207150.51115287072
1404,262158.5679796558
1405,78259.76630657978
1406,277614.41497741046
1407,127384.65958580418
1408,89719.71635889006
1409,127130.27221542789
1410,215252.08291013492
1411,208298.40666037938
1412,176669.36591235007
1413,70202.24293233539
1414,258659.15299036592
1415,194328.9403660728
1416,220681.32887927565
1417,171579.10556052858
1418,341494.1980697772
1419,116085.64679270459
1420,242260.17887238483
1421,141785.55574066448
1422,131861.3941341121
1423,156887.26242101257
1424,238122.0377196211
1425,135480.44649487565
1426,174890.21365583624
1427,281897.60298019706
1428,144357.53143002914
1429,89311.15348661353
1430,195038.58674130065
1431,200734.3535103557
1432,131332.97188949026
1433,76727.61489863758
1434,182167.9775155621
1435,132788.8676236514
1436,212736.3268985573
1437,83728.25475812334
1438,340365.5496829122
1439,131885.1716691712
1440,160073.10421293805
1441,254481.2405094973
1442,157281.20708194014
1443,314699.20542677306
1444,108564.05840278615
1445,209865.29572152236
1446,129534.19170863926
1447,139602.2708456681
1448,246883.9582763014
1449,107884.92273728218
1450,109868.37897618863
1451,139579.50572799757
1452,271479.52470331534
1453,138312.4747854796
1454,121280.70241888601
1455,192759.87315686885
1456,163394.6106073236
1457,224557.44742312207
1458,298206.03733721364
1459,123993.0209232269
1460,137369.7090779075
